Abreu, Francisco Jorge de
Abreu, G. de Vasconcellos (Guilherme)
Abro, A. d'
Abrojal, Tulis
Abruzzi, Luigi Amedeo di Savoia, duca degli
Absalom, John
Absolom, John
Absolon, John
Abu al-Ala al-Maarri, 973-1057
Abū Ṭālib al-Ḥusaynī, active 1637
Abuza, Sonya Kalish
Academia de la Historia, Madrid
Accioli, José de Sá Bitaincourt e
Accum, Friedrich Christian
Accyoli, José de Sá Bitaincourt e
Acerbi, Giuseppe
Achard, Amédée
Acharya, Madhava
Achenwall, Gottfried
Acheson, Arthur
Achilles Tatius, 100?-170?
Achilli, Giacinto
Achleitner, Arthur
Achrenius, Henrik
Achté, Aïno
Achurch, Janet
Ackerman, Carl W. (Carl William)
Ackerman, Forrest J.
Ackermann, Henry Andrew
Ackerman, Phyllis
Ackland, T. S. (Thomas Suter)
Ackté, Aino
Acland, Charles
Acland, John Edward
Aconite, Tobias
Acosta, José de
Acton, Eliza
Acton, Harold
Acton, John Emerich Edward Dalberg Acton, Baron
Adair, Cecil
Adair, James
Adam, Adolphe
Adama van Scheltema, Carel Steven
Adam, E. (Erich)
Adam, Francis
Adam, G. Mercer (Graeme Mercer)
Adam, H. Pearl (Helen Pearl)
Adam, Juliette
Adam, L.
Adam, of Cobsam
Adam, Onkel
Adam, Paul
Adam, Pearl
Adams, Abigail
Adams, Adeline
Adam, Salimbene de
Adams, Alton D. (Alton Dermont)
Adams, Andy
Adams, Bernard
Adams, Brooks
Adams, Bruce
Adams, Charles
Adams, Charles C. (Charles Christopher)
Adams, Charles Francis
Adams, Charles Kendall
Adams, Clifford R. (Clifford Rose)
Adams, Constance Louisa
Adams, Edward
Adams, Edward F. (Edward Francis)
Adams, Edwin P. (Edwin Plimpton)
Adams, E. E. (Ezra Eastman)
Adams, Ellinor Davenport
Adams, Ephraim Douglass
Adams, Esther Root
Adams, F. Colburn (Francis Colburn)
Adams, Francis
Adams, Francis A. (Francis Alexandre)
Adams, Frank
Adams, Franklin P. (Franklin Pierce)
Adams, Frederick Upham
Adams, George
Adams, George Burton
Adams, Grace
Adams, Grace Kinckle
Adams, H. A., Mrs.
Adams, Hannah
Adams, Harrison
Adams, H. C. (Henry Cadwallader)
Adams, Henry
Adams, Henry Charles
Adams, H. G. (Henry Gardiner)
Adams, H. S. (Henry Sherman)
Adams, I. William
Adams, James Meade
Adams, James R.
Adams, James Truslow
Adams, Jean Prescott
Adams, J. Esslemont
Adams, J. F. C. (James Fenimore Cooper)
Adams, John
Adams, John Bernard Pye
Adams, John Coleman
Adams, John G. B. (John Gregory Bishop)
Adams, John G. (John Greenleaf)
Adams, John Henry
Adams, John Quincy
Adams, John S. (John Stowell)
Adams, John Turvill
Adams, John W. (John William)
Adams, John Wolcott
Adams, Joseph H. (Joseph Henry)
Adams, Joseph Quincy
Adams, J. S., Mrs.
Adams, Katharine
Adams, Keith
Adamski, George
Adams, Mary
Adams, M. H. (Mary Hall)
Adams, Morley
Adams, Nehemiah
Adams, O. S.
Adams, Oscar Fay
Adams, Otto H. (Otto Henry)
Adams, Pauline Batchelder
Adams, Randolph Greenfield
Adams, Robert C. (Robert Chamblet)
Adams, R. R. D.
Adams, Samuel
Adams, Samuel Hopkins
Adams, Samuel, servant
Adams, Sarah
Adams, Sarah Holland
Adams, Sherred Willcox
Adams, St. Clair
Adams, Thomas W.
Adams, W. A. (William Alexander)
Adams, W. Dacres (William Dacres)
Adams, W. H. Davenport (William Henry Davenport)
Adams, W. I. Lincoln (Washington Irving Lincoln)
Adams, William
Adams, William Davenport
Adams, William Llewellyn
Adams, William T. (William Taylor)
Adam, Uncle
Adcock, Arthur St. John
Adcock, Frederick
Adcock, K. J.
Adcock, Marion St. John
Addams, Jane
Addeman, Joshua M. (Joshua Melancthon)
Adderup, Andrew
Addingley, Amy
Addison, A. C. (Albert Christopher)
Addison, Alvin
Addison, C. G. (Charles Greenstreet)
Addison, Daniel Dulany
Addison, Hugh
Addison, Joseph
Addison, Julia de Wolf
Addleshaw, Percy
Addleston, Hill
Addums, Mozis
Adeane, Jane H. (Jane Henrietta)
Ade, George
Adélaide, de Savoie, duchesse de Bourgogne
Adeler, Max
Adelt-Duc, Mina
Adeney, Walter F. (Walter Frederic)
Ader, Guillaume
Adkins, Dan
Adkins, Frank Howard
Adkins, W. Bion (Walter Bion)
Adlam, George Henry Joseph
Adlercreutz, Gustav Magnus
Adler, Cyrus
Adler, Felix
Adler, G. J. (George J.)
Adler, Lewis H., Jr.
Adler, Marcus Nathan
Adler, María Raquel
Adlersfeld-Ballestrem, Eufemia von
Adlington, William
Adney, Tappan
Adolph, Anna
Adossidès, A.
Adragna, Robert
Adrien, Georges Hippolyte
Aduarte, Diego
Adye, John, Sir
Ady, Endre
Adye, Ralph Willett
Ady, Julia Mary Cartwright
Aegineta, Paulus
Aejmelaeus, Niilo
Aelfred, King of England
Aelfric, Abbot of Eynsham
Aeschylus, 525 BC-456 BC
Aesop, 620? BC-564? BC
Afanas'ev, A. N. (Aleksandr Nikolaevich)
Afer, Publius Terentius
Affonso Celso, Affonso Celso de Assis Figueiredo, conde de
Af Forselles, Jenny
Af Geijerstam, Gustaf
Af Hällström, Raoul
Aflalo, Frederick G. (Frederick George)
African Association (London, England)
Africanus, Sextus Julius
Afton, Effie
Af Ursin, N. R. (Nils Robert)
Agassis, F. J.
Agassiz, Alexander
Agassiz, Elizabeth Cabot Cary
Agassiz, Louis
Agate, Edward
Agee, Alva
Agee, George W. (George Washington)
Agen, Augustin Boyer d'
Ager, John C. (John Curtis)
Ages, Lucie des
Agg, T. R. (Thomas Radford)
Agliardi, Luigi
Aglionby, William
Agnel, Émile
Agnelli, Arnaldo
Agnes, Sister
Agnetti, Mary Prichard
Agnew, W. P. (William Penn)
Agostinho, José
Agoub, Joseph Élie
Agoult, Marie Catherine Sophie de Flavigny, comtesse d'
Agraives, Jean d'
Agrell, Alfhild
Agresti, A. (Antonio)
Agricola, Georg
Agrippa, Camillo
Agrippa, J.
Aguado, Pedro de
Aguilar, Ángel
Aguilar, Grace
Aguilar, Guillermo Núñez de Prado y
Aguilar, José Nieto
Aguilar, Pedro Sánchez de
Aguinaldo, Emilio
Ahad Ha'am, 1856-1927
Aharonson, Aleksander
Ahava, Juho
Ahearne, Bert
Ahla, Lempi
Ahlborn, Richard E.
Ahlefeld, Charlotte von
Ahlgren, Ernst
Ahlman, Ferdinand
Ahlqvist, August
Ahlqvist, David Gabriel
Ahlqvist, Viktor
Ahma, Ilmari
Ahn, F. (Franz)
Ahn, Johann Franz
Aho, Juhani
Aho, Kalle
Aho, Pekka
Ahrenberg, Jacob
Ahumada, Teresa de Cepeda y, Saint
Aiazzi, Giuseppe
Aicard, Jean
Aïdé, Charles Hamilton
Aïdé, Hamilton
Aiken, Albert W.
Aiken, Conrad
Aiken, Ednah
Aiken, George L.
Aikens, Charlotte A. (Charlotte Albina)
Aikin, Anna Lætitia
Aikin, John
Aikin, Lucy
Aikio, Matti
Aikman, Charles Morton
Aikman, James
Aikman, William
Ailio, Julius Edvard
Aimard, Gustave
Aimel, Georges
Aimery Harty de Pierrebourg, Marguerite
Aimwell, Walter
Ainger, Alfred
Ainian, Demetrios
Ainslie, Arthur
Ainslie, Douglas
Ainslie, Graham Montgomery
Ainsworth Davis, J. R. (James Richard)
Ainsworth, Percy C. (Percy Clough)
Ainsworth, Ralph Bignell, Sir
Ainsworth, William Harrison
Aira, Cesar
Airaksinen, D.
Airaksinen, Taavetti
Airanda, Emanuel de
Airanne, Aukusti
Aires, Cristóvão
Airila, Miili
Airio, Arvo
Airola, Väinö
Airy, George Biddell
Airy, Wilfrid
Aischmann, Liliane Clarisse
Aïssé, C. E. (Charlotte Elisabeth)
Aitchison, George
Aitken, Edward Hamilton
Aitken, George Atherton
Aitken, Max, Sir
Aitken, Robert
Ajalbert, Jean
Ajossa Natoli Grifeo, Cettina
Akeley, Carl Ethan
Akenside, Mark
Akerman, John Yonge
Akeroyd, James
Akers, Floyd
Akiander, Matthias
Akin, Florence
Akins, Thomas B.
Akkanen, Ville
Akrigg, Mark Bear
Aksakov, S. T. (Sergei Timofeevich)
Akutagawa, Ryunosuke
Aladel, Jean-Marie
Aladern, Josep
Alain, 1868-1951
Alain-Fournier, 1886-1914
Alamäki, Hessa
Alanic, Mathilde
Alarcón, Juan Ruiz de
Alarcón, Pedro Antonio de
Alas, Leopoldo
Albalat, Antoine
Albane, P.
Albanesi, Effie Adelaide Maria
Albe, E. E. Fournier d' (Edmund Edward Fournier)
Albee, John
Alberdingk Thijm, J. A. (Josephus Albertus)
Albergaria, António José da Costa Couto Sá de
Albergati, Vianesio
Alberger, John
Albertazzi, Adolfo
Albert, Brother
Albert, Edward
Albert Edward, Prince of Wales
Albert, Henri
Alberti, Karl
Alberti, Leon Battista
Albert i Paradís, Caterina
Alberti, Tommaso
Alberto da Silva, Caetano
Albert, of Saxe-Coburg and Gotha
Albert, Prince Consort, consort of Victoria, Queen of Great Britain
Alberts, Edwin C. (Edwin Cameron)
Albertson, Catherine
Albertson, Ralph
Albertus, Magnus, Saint
Albert, Virginia
Albin, Eleazar
Albin, Elizabeth
Albini, S. (Sofia)
Albrecht, Elisabeth
Albrecht, K. von (Kurt)
Albuquerque, Luís da Silva Mousinho de
Albuquerque, Medeiros e
Alby, Ernest
Alcalá Galiano, Antonio
Alcalá-Galiano, Dionisio
Alcock, Deborah
Alcocke, Amos Bronson
Alcoforado, Mariana
Alcofribas Nasier, the Later
Alcofrybas, Maistre
Alcott, Amos Bronson
Alcott, Louisa May
Alcott, William A. (William Andrus)
Alcover, Joan
Alcox, Amos Bronson
Alden, Cecil
Alden, Ellen Tracy
Alden, Henry Mills
Alden, Isabella Macdonald
Alden, John B. (John Berry)
Alden, Raymond MacDonald
Alden, W. L. (William Livingston)
Alderman, L. R. (Lewis Raymond)
Alderman, W. H. (William Horace)
Alderson, Amelia
Alderson, Edward Hall, Sir
Alderson, Matthew W.
Alder, W. F. (William Fisher)
Aldin, Cecil
Aldington, Hilda Doolittle
Aldington, Richard
Aldini, Giovanni
Aldis, Arthur T., Mrs.
Aldis, Mary
Aldobrandini, Nicolò Papadopoli
Aldon, Adair
Aldoni, Joseph
Aldred, Thomas
Aldrich, Anne Reeve
Aldrich, Eva
Aldrich, Julia Carter
Aldrich, Mildred
Aldrich, Richard
Aldrich, Thomas Bailey
Aldridge, Janet
Alec-Tweedie, Mrs. (Ethel)
Alemán, Mateo
Alembert, Jean Le Rond d'
Alencar, José Martiniano de
Aleramo, Sibilla
Alessio, Piemontese
Aletrino, Arnold
Alexander, Archibald
Alexander, Archibald B. D. (Archibald Browning Drysdale)
Alexander, A. S. (Alexander Septimus)
Alexander, Bernát
Alexander, Charles
Alexander, Charles Wesley
Alexander, De Alva Stanwood
Alexander, de Villa Dei
Alexander, E. A.
Alexander, Ed
Alexander, Elizabeth (Elizabeth Alexander Heermann)
Alexander, F. Matthias (Frederick Matthias)
Alexander, Francesca
Alexander, Georgia
Alexander, Gross
Alexander, Hartley Burr
Alexander, Herbert
Alexander, J.
Alexander, James B. (James Bradun)
Alexander, James W. (James Waddel)
Alexander, John
Alexander, John L.
Alexander, Joseph H.
Alexander, Mrs.
Alexander, Neil
Alexander, Virginia M.
Alexander, William
Alexander, William, Earl of Stirling
Alexander, William S.
Alexandridis, Christos
Alexandrina Victoria, Queen of Great Britain
Alexandrinus, Heron
Alexis-Expanet, F.
Alexis, Pedemontanus
Alexis, Willibald
Alfieri, Vittorio
Alford, Arthur Cameron Rimington
Alford, George Howard
Alford, Henry
Alford, Marianne Margaret Compton Cust, Viscountess
Alfred A. Knopf, Inc.
Alfred, King of England
Alfred, Newton H.
Alfriend, Frank H. (Frank Heath)
Alfthan, Georg Edvard von
Alfthan, Johannes
Algard, George A.
Alger, Abby Langdon
Alger, Horatio, Jr.
Alger, John Goldworth
Alger, William Rounseville
Algie, R. M. (Ronald Macmillan)
Al-Hariri, of Basra
Alhovuori, Aukusti
AlHydar, Majid
Ali, Abdullah Yusuf
Ali, Ameer
Ali Bey, 1766-1818
Alice, Grand Duchess, consort of Ludwig IV, Grand Duke of Hesse-Darmstadt
Alighieri, Dante
Alighieri, Jacopo
Ali Haydar Mithat, 1872-1950
Ali, Meer Hasan, Mrs.
Ali, Mohammed
Ali, Moulavi Gerágh
Alison, Archibald, Sir
Alison, Somerville Scott
Ali, Syed Ameer
Ali, Syed Nawab
Ali, Yusuf
Alken, Henry Thomas
Alkio, Santeri
Allaben, Frank
Allah, Habeeb Risk
Allain, Marcel
Allais, Alphonse
Allanby, Edith
Allan, Francis
Allan, Frederick William
Allan, G. A. T. (George A. T.)
Allan, James
Allan, Luke
Allan, P. B. M. (Philip Bertram Murray)
Allanson-Winn Headley, Rowland George, Baron
Allard, H. J. (Hermann Jozef)
Allardyce, Paul
Allbut, Robert
Allbutt, T. Clifford (Thomas Clifford)
Allcorn, Bill
Allcott, John V.
Allegri, Antonio
Alleman, Jeanne
Allen, A. B. (Anthony Benezet)
Allen, Alexander V. G. (Alexander Viets Griswold)
Allenby, Edith
Allen, C. E.
Allen, C. F. H. (Charles Francis Hitchcock)
Allen, Charles Dexter
Allen, Charles Fletcher
Allen, Edith
Allen, Edith H. (Edith Hedden)
Allen, Edith Louise
Allen, Edward A. (Edward Archibald)
Allen, Edward Tyson, Mrs.
Allen, Emory Adams
Allen, E. P. S. (Evelyn Prestwood Seymour)
Allen, E. T. (Edward Tyson)
Allen, Ethan
Allen, E., writer on Ravello, Italy, translator
Allen, F. G. (Frank Gibbs)
Allen, F. M.
Allen, Frank Waller
Allen, Gary
Allen, George Hoyt
Allen, George (Vicar of St. Thomas's, Islington)
Allen, G. F. (Grenville F.)
Allen, Gladys
Allen, Glover M. (Glover Morrill)
Allen, Grant
Allen, Harrison
Allen, Hervey
Allen, Horace Newton
Allen, Hugh
Allen, Ida Reade
Allen, Isaac
Allen, J. A. (Joel Asaph)
Allen, James
Allen, James E.
Allen, James Edgar
Allen, James Lane
Allen, Jay Winthrop
Allen, J. C.
Allen, John
Allen, J. Romilly (John Romilly)
Allen, J. S. O., Mrs.
Allen, Leland F. (Leland Franklin)
Allen, Leslie Holdsworth
Allen, Lewis
Allen, Lewis F. (Lewis Falley)
Allen, Margaret
Allen, Marjorie
Allen, Martha Meir
Allen, Mary A. (Mary Augusta)
Allen, Maryland
Allen, Matthew (Physician)
Allen, M. (Physician)
Allen, Nathan
Allen, Nathan H. (Nathan Hale)
Allen, Paul
Allen, Percy
Allen, Percy, Mrs.
Allen, Phoebe
Allen, P. S. (Percy Stafford)
Allen, Quincy
Allen, Richard Lamb
Allen, Roland
Allen, R. W. (Richard Watson)
Allen, Samuel
Allen, Stanton P.
Allen, Thomas Gaskell
Allen, Walter
Allen, Walter Fox
Allen, Walter James
Allen, William
Allen, William A. (William Alonzo)
Allen, William Barney
Allen, William Ferneley
Allen, William G.
Allen, William H. (WIlliam Harvey)
Allen, Willis Boyd
Allerton, James M. (James Martin)
Allerton, J. J.
Alley, Henry
Alleyn, Ellen
Allies, Mary H. (Mary Helen)
Allies, T. W. (Thomas William)
Allingham, Helen Paterson
Allingham, Hugh
Allingham, Margery
Allingham, William
Allinson, Anne C. E. (Anne Crosby Emery)
Allinson, A. R. (Alfred Richard)
Allinson, Francis Greenleaf
Allinson, T. R. (Thomas Richard)
Allison, A. M.
Allison, James Murray
Allison, John
Allison, Samuel B. (Samuel Buell)
Allison, W. M. (William Merle)
Allison, Young Ewing
Allnutt, Sidney
Allom, Thomas
Allonby, Edith
Alloway, Mary Wilson
Allsop, Robert Owen
Allston, Washington
Allyn, Jack
Almack, Edward
Almada Negreiros, José de
Alma, Florbela de
Almafuerte, 1854-1917
Alma, Maude
Almario, Rosauro
Alma-Tadema, Laurence
Almberg, Anton
Almberg, Emil August
Almeida, António de
Almeida, Avelino Nunes de
Almeida Coutinho, Henrique Ernesto de
Almeida, Fialho de
Almeida Garrett, João Batista da Silva Leitão de Almeida Garrett, Visconde de
Almeida, João Ferreira d'
Almeida, Júlia Lopes de
Almeida, Manuel de
Almeida, Nicolau Tolentino de
Almeida Seabra, Bruno Henriques de
Almirall, Valentí
Almlöf, Knut
Almon, Sophie M.
Almore, Casper
Almqvist, August W.
Almqvist, C. J. L. (Carl Jonas Love)
Almqvist, Gertrud
A. L. O. E., 1821-1893
Alomar, Gabriel
Alonso de la Avecilla, Pablo
Alonso, Manuel A. (Manuel Antonio)
Alopaeus, H.
Alphen, Hieronymus van
Alpheus, A.
Alphonsa, Mother
Alphonsus Liguori, Saint
Alpi, Eero
Alq, Louise d'
Alquié de Rieupeyroux, Louise
al Raschid Bey, Helene Böhlau
al-Raschid, Omar, bey
Alsaker, Rasmus Larssen
Alsen, Gutti
Alsop, George
Alstyne, Lawrence Van
Altamirano, Ignacio Manuel
Altamira, Rafael
Altemus, Henry
Altenberg, Peter
Altenstadt, A. von Schmidt auf
Altham, Emmanuel
Althing, Christian
Alton, Delia
Altsheler, Joseph A. (Joseph Alexander)
Alvares, Francisco
Alvares, Rahul
Alvarez, Agustín
Alvarez de Abreu, Antonio
Alvarez Guerra, Juan
Alvarez, José S. (José Sixto)
Alvarez, Ticul
Alvarez y Tejero, Luis Prudencio
Alvear, Ramón Arminio Laval
Alverson, Margaret Blake
Alves dos Santos, Augusto Joaquim
Alves Pereira, Félix
Amabile, Luigi
Amado, Enrique
Amado, Ismael A.
Amann, Paul
Amare, Rothayne
Amari, Michele
Amato, Gennaro
Amato, Janet d'
Amaudru, Noël
Ambedkar, B. R. (Bhimrao Ramji)
Amberley, John Russell, viscount
Ambient, Mark
Ambler, Henry Lovejoy
Ambrose, Lottie F.
Ambrose, Paul
Ambrose, Saint, Bishop of Milan
Ambrosini, Luigi
Ambroyse, Valentine Vattier d'
Ambrus, Zoltán
Amélineau, E. (Emile)
Ameno, Ludovicis Maria de
Ament, R. S.
American Bureau of Engineering, Chicago
American Symphony Orchestra (West Orange, N.J.)
Ames, A. H. (Alfred Henno)
Ames, Azel
Amesius, Guilielmus
Ames, James Barr
Ames, Joel
Ames, Joseph Bushnell
Ames, Lucia True
Ames, Mary Clemmer
Ames, N. (Nathaniel)
Ames, William
Amfiteatrov, Aleksandr
Amherst, Alice
Amherst, Alicia
Amicis, Edmondo de
Amick, Robert Wesley
Amid, John
Amiel, Henri Frédéric
Aminoff, Karl Gustaf
Amiot, James
Amir Khusraw Dihlavi, 1253?-1325
Amman Dihlavi, Mir
Amman, Johann Conrad
Ammer, K. L.
Ammianus Marcellinus, 330?-400?
Ammyeetis, 1835-1917
Amoreux, Pierre Joseph
Amorie van der Hoeven, Abraham des‏
Amorim, Francisco Gomes de
Amory, Charles Bean
Amory de Langerack, Joséphine
Amos, Flora Ross
Amott, Lennox
Amozeg, Eliyahu ben
Am Rhyn, Otto Henne
Amsden, Dora
Amsterdam, Willem van
Amundsen, Roald
Amusart, Joseph
Amyot, Jacques
Amy, William Lacey
Anacreon, 573? BC-495? BC
Anastasiia Nikolaevna, Grand Duchess, daughter of Nicholas II, Emperor of Russia
Anastasi, Peter A.
Anastasopoulos, Demetrios
Anchieta, José de
Ancillon, Charles
Ancliffe, Charles
Anczyc, Wł. L. (Władysław Ludwik)
Andalusi, Muhammad ibn Abd al-Wahhab
Andelin, Selma
Andelin, Väinö
Andelin, Verner
Anderdon, John Lavicount
Andersen, H. C. (Hans Christian)
Andersen, Ingeborg
Andersen, Kenneth W.
Andersen Nexø, Martin
Anderson, A.
Anderson, Acland
Anderson, Ada Woodruff
Anderson, Alexander
Anderson, Andrew A.
Anderson, Anna Kaarina Tuulikki
Anderson, Austin Thomas
Anderson, Benjamin M. (Benjamin McAlester)
Anderson, Charles John
Anderson, Clair Elmore
Anderson, David Allen
Anderson, Edward L. (Edward Lowell)
Anderson, Elizabeth
Anderson, Ellen L.
Anderson, Frank B.
Anderson, Frederic A.
Anderson, Frederick Irving
Anderson, Galusha
Anderson, George Wood
Anderson, Isabel
Anderson, Jay (Jay Allan)
Anderson, J. C. O'Gorman, Mrs.
Anderson, J. D. (James Drummond)
Anderson, John
Anderson, John Alexander
Anderson, John I.
Anderson, John Parker
Anderson, Joseph
Anderson, Joseph Jocelyn
Anderson, Karen
Anderson, Karl
Anderson, Kling L.
Anderson, Margaret C.
Anderson, Marilyn D.
Anderson, Martha Lee
Anderson, Mary E. (Mary Evarts)
Anderson, Murphy
Anderson, Nels
Anderson, Nephi
Anderson, Osborne P. (Osborne Perry)
Anderson, Paul
Anderson, Percy
Anderson, Poul
Anderson, Rasmus Björn
Anderson, Richard, F.C.S.
Anderson, Robert E. (Robert Edward), M.A., F.A.S.
Anderson, Robert Gordon
Anderson, Roy K.
Anderson, Rufus
Anderson, Sherwood
Anderson, Sydney
Anderson, Thomas
Anderson, Thomas Fenwick
Anderson, Victor C.
Anderson, Willa
Anderson, William
Andersson, Charles John
Andersson, Dan
Anderton, Basil
Anderton, H. Orsmond (Howard Orsmond)
Anderton, Isabella Mary
Anderton, Thomas
Andor, József
Andrada, Joaquim Carlos Paiva de
Andrade, Alfredo Augusto Freire de
Andrade Corvo, João de
Andrade, José Ignacio de
Andreadis, Andreas
Andreä, Johann Valentin
Andreas-Salomé, Lou
Andreassen, Karl
Andree, Richard
André, George G. (George Guillaume)
Andrejanoff, Victor von
Andrejev, Leonid
André, John
André, Nathanael St.
Andrén, Viktor
Andreoni, Giovanni Antonio
Andresen, A.
Andrew, A. Piatt (Abram Piatt)
Andrew, Elizabeth W.
Andrew, Elizabeth Wheeler
Andrewes, Margaret Hamer
Andrew, George T.
Andrew, John
Andrews, C.
Andrews, C. C. (Christopher Columbus)
Andrews, C. (Charles)
Andrews, Cecily Isabel Fairfield
Andrews, Charles McLean
Andrews, Clarence Leroy
Andrews, D. S. (Douglas Sharpus)
Andrews, Edith Alice
Andrews, Elisha Benjamin
Andrews, Elizabeth, F.R.A.I.
Andrews, Gertrude Nelson
Andrews, Henry Charles
Andrews, Henry Cranke
Andrews, Irene Osgood
Andrews, Jane
Andrews, John Nevins
Andrews, Leonora de Lima
Andrews, Lincoln C. (Lincoln Clarke)
Andrews, Marian, Mrs.
Andrews, Mary Raymond Shipman
Andrews, Matthew Page
Andrews, Roy Chapman
Andrews, Silas M. (Silas Milton)
Andrews, Siri
Andrews, William
Andrews, William T.
Andrews, Yvette Borup
Andreyev, Leonid
Andrézel, Pierre
Andriessen, P. J. (Pieter Jacob)
Andriessen, Simon Jacob
Andriessen, Suze (Suzanna Maria)
Andrieux, Louis
Andronikos, Monachos
Anelier, Guilhem
Anély, Max
Anet, Claude
Anethan, Albert d', Baroness
Angela, of Foligno, Saint
Angeli, Diego
Angelis, Pedro de
Angelkot, Hermannus
Angell, Clare
Angellier, Auguste
Angell, Norman
Angellotti, Marion Polk
Angé, Louis Marie Jean-Baptiste
Angelus Silesius, 1624-1677
Anger, F.
Angers, Marie-Louise-Félicité
Angervo, Willie
Anghiera, Pietro Martire d'
Anglada, Charles
Anglade, Joseph
Anglemont, A. Privat d' (Alexandre Privat)
Anglicus, Merlinus
Angyal, Dávid
Anichkova, Anna Mitrofanovna
Anichkov, E. V. (Evgeniĭ Vasilʹevich)
Aniol, Claude B.
Anitchkof, Eugène
Anitschkow, Eugen
Annaeus Seneca, Lucius
Annakin, Ethel
Annandale, Nelson
Annas, Hal
Annesley, Charles
Annet, Peter
Annie, Cousin
Anninos, Bampes
Annunzio, Gabriele d'
A-No. 1, 1872-1944
An, Ping Qiu
Anrep-Elmpt, Reinhold
Anshutz, Edward Pollock
Anson, Adrian C. (Adrian Constantine)
Anson, Cap
Anson, George Anson, Baron
Anson, Margaret
Anson, W. S. W.
Ansted, Alexander
Ansted, William Alexander
Anstey, F.
Anstie, Francis Edmund
Antelo, Eetu
Antero, setä
Anthes, Otto
Anthony, A. V. S. (Andrew Varick Stout)
Anthony, Eve Destantins
Anthony, Katharine Susan
Anthony, Piers
Anthony, Susan B. (Susan Brownell)
Anthony, Wilder
Anthony, William A. (William Arnold)
Antil, Stephen
Antin, Mary
Antinori, Vincenzio
Anti-slavery Society of Meriden, Conn.
Antoine, A. (Antoine)
Antona-Traversi, Camillo
Antonil, André João
Antoninus, Marcus Aurelius
Anton, R.
Antony, Eve Destantins‏
Antony, Father
Antrobus, Florence Caroline Mathilde Sartoris, Lady
Anttila, Aarne
Anttila, Selma
Anttila, Werner
Antwerp, William C. Van (William Clarkson)
Anvil, Christopher
Anville, Hubert François Bourguignon d'
Anwyl, E. (Edward)
Anzengruber, Ludwig
Apáthy, István
Apcar, Diana Agabeg
Apel, August
Apess, William
Apgar, A. C. (Austin Craig)
Apher, Publius Terentius
Apjohn, Fannie Louise
Apollinaire, Guillaume
Apollonius, Rhodius
Apostolides, Alex
Apostolides, Petros
Apostol, P. N. (Pavel Natanovich)
Appel, Toby A.
Apperson, George Latimer
Appert, Nicolas
Appleton, Elizabeth Haven
Appleton, Everard Jack
Appleton, H. A.
Appleton, Honor C.
Appleton, R. B. (Reginald Bainbridge)
Appleton, Samuel
Appleton, Victor
Appleton, Victor, II
Applin, Arthur
Applin, R. V. K. (Reginald Vincent Kempenfeldt)
Apstein, C. (Carl Heinrich)
Aquinas, Thomas, Saint
Arago, F. (François)
Aragon, 1897-1982
Aragón, Agustín
Aragona, Tullia d'
Aragon, J. M. de
Arana Xajilá, Francisco Hernández
Aranda, Emanuel d'
Aranda y Sanjuan, Manuel
Arango, María del Amparo Ruiz
Arantes, Hemetério
Arany, János
Arany, László
Araujo, Alexandre Herculano de Carvalho e
